id,url,title,lead_paragraph,category,publish_datetime,source,thumbnail_url,label
article_0027,https://vnexpress.net/nhieu-khu-dan-cu-o-thai-nguyen-ngap-hon-mot-met-4904444.html,Nhiều khu dân cư ở Thái Nguyên ngập hơn một mét,"Mưa lớn từ tối qua đến sáng nay khiến nhiều khu dân cư ở TP Thái Nguyên, TP Sông Công, TP Phổ Yên bị ngập, có nhà nước dâng cao hơn một mét.",Tin tức tổng hợp,2025-06-21T10:42:00+07:00,VnExpress,data/images/article_0027_image.png,non-clickbait
article_0028,https://vnexpress.net/cac-toa-soan-thich-ung-the-nao-voi-sap-nhap-bo-may-4904359.html,Các tòa soạn thích ứng thế nào với sáp nhập bộ máy?,"Tòa soạn sau sáp nhập phải bố trí nhân sự hợp lý, phóng viên năng động, nếu trước đây chỉ làm báo in thì nay phải kiêm cả báo hình, báo ảnh...",Tin tức tổng hợp,2025-06-21T08:48:00+07:00,VnExpress,data/images/article_0028_image.png,non-clickbait
article_0029,https://vnexpress.net/ngoi-nha-o-cho-lon-co-3-ham-bi-mat-de-in-bao-cach-mang-4904078.html,Ngôi nhà ở Chợ Lớn có 3 hầm bí mật để in báo cách mạng,"TP HCMNgôi nhà hơn 50 năm tuổi ở quận 6 với các hầm dùng in báo, tài liệu cách mạng, hoạt động bí mật suốt 10 năm thời kháng chiến.",Tin tức tổng hợp,2025-06-21T06:00:00+07:00,VnExpress,data/images/article_0029_image.png,non-clickbait
article_0030,https://vnexpress.net/chi-tra-che-do-cho-nguoi-nghi-viec-do-sap-xep-bo-may-truoc-30-6-4904371.html,Chi trả chế độ cho người nghỉ việc do sắp xếp bộ máy trước 30/6,"Thủ tướng Phạm Minh Chính yêu cầu hoàn thành việc chi trả chế độ cho cán bộ, công chức, viên chức, người lao động nghỉ việc do sắp xếp bộ máy trước 30/6.",Tin tức tổng hợp,2025-06-21T00:10:00+07:00,VnExpress,data/images/article_0030_image.png,non-clickbait
article_0031,https://vnexpress.net/tp-hcm-chi-hon-2-240-ty-dong-xay-nha-van-hoa-thanh-nien-moi-25-tang-4904338.html,TP HCM chi hơn 2.240 tỷ đồng xây Nhà văn hóa Thanh niên mới 25 tầng,"Nhà văn hóa Thanh niên sẽ được TP HCM đầu tư hơn 2.240 tỷ đồng, quy mô 25 tầng, tổng diện tích sàn xây dựng hơn 93.500 m2.",Tin tức tổng hợp,2025-06-21T00:00:00+07:00,VnExpress,data/images/article_0031_image.png,non-clickbait
article_0032,https://vnexpress.net/69-xa-phuong-cua-ha-tinh-sau-sap-xep-4902936.html,"69 xã, phường của Hà Tĩnh sau sắp xếp","Tỉnh Hà Tĩnh sau sắp xếp có 60 xã, 9 phường, trong đó xã Vũ Quang rộng nhất tới 533,5 km2, xã Đức Minh nhỏ nhất 23,58 km2.",Tin tức tổng hợp,2025-06-21T00:00:00+07:00,VnExpress,data/images/article_0032_image.png,non-clickbait
article_0033,https://vnexpress.net/xe-tai-lao-vao-nha-dan-mot-nguoi-chet-4904354.html,"Xe tải lao vào nhà dân, một người chết","Khánh HòaÔtô tải chở vật liệu đang đổ dốc ở khu vực gần núi Chín Khúc, thành phố Nha Trang, bất ngờ mất kiểm soát lao vào nhà dân, một người chết, chiều 20/6.",Tin tức tổng hợp,2025-06-20T21:04:00+07:00,VnExpress,data/images/article_0033_image.png,non-clickbait
article_0034,https://vnexpress.net/bo-truong-gd-dt-xem-xet-bo-ty-le-40-hoc-sinh-thcs-vao-truong-nghe-4904302.html,Bộ trưởng GD&ĐT: Xem xét bỏ tỷ lệ 40% học sinh THCS vào trường nghề,"Đánh giá quy định 40% học sinh THCS vào trường nghề là ""cứng nhắc, thiếu căn cứ khoa học và thực tiễn"", Bộ trưởng Nguyễn Kim Sơn nói đang xem xét thay đổi.",Tin tức tổng hợp,2025-06-20T17:19:00+07:00,VnExpress,data/images/article_0034_image.png,non-clickbait
article_0035,https://vnexpress.net/de-xuat-chinh-phu-duoc-dieu-chinh-quy-dinh-trong-luat-neu-co-vuong-mac-4904268.html,Đề xuất Chính phủ được điều chỉnh quy định trong luật nếu có vướng mắc,"Chính phủ đề xuất được ban hành nghị quyết quy phạm pháp luật điều chỉnh một số quy định tại luật, nghị quyết của Quốc hội nhằm kịp thời xử lý vướng mắc.",Tin tức tổng hợp,2025-06-20T16:56:00+07:00,VnExpress,data/images/article_0035_image.png,non-clickbait
article_0036,https://vnexpress.net/ca-nuoc-con-hon-1-2-trieu-ho-ngheo-can-ngheo-4904064.html,"Cả nước còn hơn 1,2 triệu hộ nghèo, cận nghèo","Cả nước còn 1,25 triệu hộ nghèo, cận nghèo, giảm hơn một nửa sau 5 năm và vượt chỉ tiêu đặt ra, theo Bộ Nông nghiệp và Môi trường.",Tin tức tổng hợp,2025-06-20T16:26:00+07:00,VnExpress,data/images/article_0036_image.png,non-clickbait
article_0037,https://vnexpress.net/chu-tich-nuoc-luong-cuong-nguoi-lam-bao-phai-tu-doi-moi-4904094.html,Chủ tịch nước Lương Cường: 'Người làm báo phải tự đổi mới',"Để trực tiếp tham gia vào sự nghiệp đổi mới, báo chí và người làm báo tự đổi mới, dũng cảm lên án những cái xấu, theo Chủ tịch nước.",Tin tức tổng hợp,2025-06-20T15:54:00+07:00,VnExpress,data/images/article_0037_image.png,non-clickbait
article_0038,https://vnexpress.net/chay-truoc-quan-an-o-trung-tam-tp-hcm-4904106.html,Cháy trước quán ăn ở trung tâm TP HCM,"Lửa bốc lên ngùn ngụt từ đường dây cáp quang sau đó lan vào quán ăn ở quận 1, khiến hơn 30 nhân viên, thực khách tháo chạy, trưa 20/6.",Tin tức tổng hợp,2025-06-20T13:11:00+07:00,VnExpress,data/images/article_0038_image.png,non-clickbait
article_0039,https://vnexpress.net/130-gian-trung-bay-tai-hoi-bao-toan-quoc-2025-4903845.html,130 gian trưng bày tại Hội Báo toàn quốc 2025,"Tại các gian trưng bày, mỗi cơ quan báo chí đều cố gắng thể hiện bản sắc, thế mạnh và việc ứng dụng công nghệ mới như AI, mô hình hóa 3D vào sản phẩm.",Tin tức tổng hợp,2025-06-20T12:49:00+07:00,VnExpress,data/images/article_0039_image.png,non-clickbait
article_0040,https://vnexpress.net/sap-xep-giang-son-de-viet-nam-tang-suc-canh-tranh-quoc-te-4904019-tong-thuat.html,'Sắp xếp giang sơn để Việt Nam tăng sức cạnh tranh quốc tế',"Phó thủ tướng Nguyễn Hòa Bình cho biết công cuộc sắp xếp lại giang sơn nhằm để Việt Nam mở rộng không gian phát triển, tăng sức cạnh tranh quốc tế.",Tin tức tổng hợp,2025-06-20T10:21:00+07:00,VnExpress,data/images/article_0040_image.png,non-clickbait
article_0041,https://vnexpress.net/bo-truong-y-te-tra-loi-ve-an-toan-thuc-pham-truong-hoc-4904015-tong-thuat.html,Bộ trưởng Y tế trả lời về an toàn thực phẩm trường học,"Tham gia phiên chất vấn nhóm vấn đề giáo dục sáng 20/6, Bộ trưởng Y tế Đào trả lời về dinh dưỡng, bữa ăn cho học sinh và an toàn thực phẩm trong trường học.",Tin tức tổng hợp,2025-06-20T09:48:00+07:00,VnExpress,data/images/article_0041_image.png,non-clickbait
article_0042,https://vnexpress.net/ha-noi-su-dung-loat-xe-ve-sinh-moi-truong-moi-4903980.html,Hà Nội sử dụng loạt xe vệ sinh môi trường mới,"Nhằm tạo đột phá trong công tác bảo vệ môi trường đô thị, Hà Nội đưa vào hàng loạt xe thu gom, vận chuyển rác thải và vệ sinh môi trường hiện đại.",Tin tức tổng hợp,2025-06-20T09:27:00+07:00,VnExpress,data/images/article_0042_image.png,non-clickbait
article_0043,https://vnexpress.net/nguoi-lon-khong-danh-nhau-thi-khong-con-bao-luc-hoc-duong-4903893-tong-thuat.html,'Người lớn không đánh nhau thì không còn bạo lực học đường',"Đại biểu hỏi bao giờ hết bạo lực học đường, Bộ trưởng Giáo dục và Đào tạo trả lời nếu ngày nào đó người lớn không đánh nhau thì trường học không còn bạo lực.",Tin tức tổng hợp,2025-06-20T07:49:00+07:00,VnExpress,data/images/article_0043_image.png,non-clickbait
article_0044,https://vnexpress.net/hien-trang-khu-dat-150-ha-o-thu-thiem-se-lam-cong-vien-sinh-thai-4903798.html,Hiện trạng khu đất 150 ha ở Thủ Thiêm sẽ làm công viên sinh thái,"TP HCMKhu đất là vùng đầm lầy, mảng xanh rậm rạp, được Tập đoàn Trường Hải (Thaco) đề xuất nghiên cứu làm công viên lớn thứ hai của TP HCM.",Tin tức tổng hợp,2025-06-20T06:00:00+07:00,VnExpress,data/images/article_0044_image.png,non-clickbait
article_0045,https://vnexpress.net/93-phuong-xa-cua-tp-da-nang-sau-sap-nhap-4903776.html,"93 phường, xã của TP Đà Nẵng sau sáp nhập","Đà Nẵng và Quảng Nam sáp nhập thành TP Đà Nẵng, có 23 phường, 70 xã và một đặc khu Hoàng Sa, trung tâm hành chính đặt tại Đà Nẵng.",Tin tức tổng hợp,2025-06-20T01:31:00+07:00,VnExpress,data/images/article_0045_image.png,non-clickbait
article_0046,https://vnexpress.net/giai-phap-nao-de-bao-chi-canh-tranh-voi-mang-xa-hoi-4903867.html,Giải pháp nào để báo chí cạnh tranh với mạng xã hội?,"Trong bối cảnh bị mạng xã hội cạnh tranh gay gắt, nhiều chuyên gia cho rằng báo chí cần trở thành nơi để độc giả kiểm chứng thông tin, cần nâng cao chất lượng.",Tin tức tổng hợp,2025-06-20T00:29:00+07:00,VnExpress,data/images/article_0046_image.png,non-clickbait
article_0047,https://vnexpress.net/ngay-dau-van-hanh-thu-nghiem-chinh-quyen-hai-cap-o-binh-dinh-4904100.html,Ngày đầu vận hành thử nghiệm chính quyền hai cấp ở Bình Định,"Sáng 20/6, Bình Định vận hành thử nghiệm chính quyền hai cấp với 3 thủ tục hành chính số hóa được hoàn thành trong 15 phút.",Tin tức tổng hợp,2025-06-20T13:00:00+07:00,VnExpress,data/images/article_0047_image.png,non-clickbait
article_0048,https://vnexpress.net/ha-noi-pha-do-ham-ca-map-4903905.html,Hà Nội phá dỡ 'Hàm cá mập',"Khuya 19/6, TP Hà Nội huy động nhân công, máy xúc phá dỡ tòa nhà 'Hàm cá mập' ven Hồ Gươm để mở rộng quảng trường Đông Kinh Nghĩa Thục.",Tin tức tổng hợp,2025-06-19T23:51:00+07:00,VnExpress,data/images/article_0048_image.png,non-clickbait
article_0049,https://vnexpress.net/bao-chi-tiep-tuc-su-menh-xay-dap-niem-tin-xa-hoi-4903883.html,'Báo chí tiếp tục sứ mệnh xây đắp niềm tin xã hội',"Theo Trưởng ban Tuyên giáo và Dân vận trung ương Nguyễn Trọng Nghĩa, báo chí cần tiếp tục sứ mệnh xây đắp niềm tin xã hội, thổi bùng khát vọng thịnh vượng.",Tin tức tổng hợp,2025-06-19T23:29:00+07:00,VnExpress,data/images/article_0049_image.png,non-clickbait
article_0050,https://vnexpress.net/oto-cho-13-nguoi-lao-xuong-muong-nuoc-sau-va-cham-xe-may-4903888.html,Ôtô chở 13 người lao xuống mương nước sau va chạm xe máy,"Phú YênÔtô chở 13 người chạy trên quốc lộ 25 va chạm xe máy đi ngược chiều, sau đó mất lái lao xuống mương nước khiến nhiều hành khách hoảng loạn, chiều 19/6.",Tin tức tổng hợp,2025-06-19T21:34:00+07:00,VnExpress,data/images/article_0050_image.png,non-clickbait
article_0051,https://tuoitre.vn/thu-nghiem-phan-mem-mot-cua-dien-tu-o-dong-nai-chua-lien-thong-duoc-du-lieu-voi-bo-nganh-20250623093421466.htm,Thử nghiệm phần mềm một cửa điện tử ở Đồng Nai: Chưa liên thông được dữ liệu với bộ ngành,"Sau khi thử nghiệm giải quyết các thủ tục hành chính điện tử, tỉnh Đồng Nai cho hay một số thủ tục hành chính chưa thể liên thông được dữ liệu với các bộ ngành.",Tin tức tổng hợp,2025-06-23T10:38:56+07:00,Tuổi Trẻ,data/images/article_0051_image.png,non-clickbait
article_0052,https://tuoitre.vn/phuong-phan-rang-dam-bao-nhan-su-co-so-vat-chat-de-van-hanh-tu-1-7-20250623113007342.htm,"Ông Trần Lưu Quang kiểm tra công tác chuẩn bị vận hành chính quyền 2 cấp tại Ninh Thuận, Khánh Hòa","Ông Trần Lưu Quang - trưởng Ban Chính sách, chiến lược Trung ương - đánh giá cao sự chủ động của phường Phan Rang (Ninh Thuận) và xã Cam Lâm (Khánh Hòa) đã đảm bảo đồng bộ các yếu tố: nhân sự, cơ sở vật chất, hệ thống hạ tầng cho việc vận hành.",Tin tức tổng hợp,2025-06-23T12:10:26+07:00,Tuổi Trẻ,data/images/article_0052_image.png,non-clickbait
article_0053,https://tuoitre.vn/bo-truong-nguyen-hai-ninh-noi-ve-co-che-mien-trach-nhiem-cho-can-bo-khi-xu-ly-van-de-nhay-cam-20250623112243002.htm,Bộ trưởng Nguyễn Hải Ninh nói về cơ chế miễn trách nhiệm cho cán bộ khi xử lý vấn đề nhạy cảm,"Sáng 23-6, Bộ trưởng Bộ Tư pháp Nguyễn Hải Ninh đã có giải trình về dự thảo nghị quyết của Quốc hội về cơ chế xử lý khó khăn, vướng mắc do quy định của pháp luật.",Tin tức tổng hợp,2025-06-23T11:53:00+07:00,Tuổi Trẻ,data/images/article_0053_image.png,non-clickbait
article_0054,https://tuoitre.vn/de-nghi-dieu-chuyen-can-bo-canh-sat-giao-thong-noi-dan-mom-thoi-20250623114623684.htm,Đề nghị điều chuyển cán bộ cảnh sát giao thông nói dân 'mồm thối',"Khi người dân nghi ngờ máy kiểm tra nồng độ cồn, một cán bộ cảnh sát giao thông đã chửi người này 'mồm thối'.",Tin tức tổng hợp,2025-06-23T12:07:05+07:00,Tuổi Trẻ,data/images/article_0054_image.png,non-clickbait
article_0055,https://tuoitre.vn/da-nang-danh-nhung-khu-dat-vang-nao-cho-trung-tam-tai-chinh-quoc-te-20250623070256346.htm,Đà Nẵng dành những khu đất vàng nào cho Trung tâm tài chính quốc tế?,"Đà Nẵng đã dành quỹ đất phục vụ việc phát triển Trung tâm tài chính quốc tế. Đáng chú ý, đây đều là những vị trí đắc địa.",Other,2025-06-23T07:18:02+07:00,Tuổi Trẻ,data/images/article_0055_image.png,non-clickbait
article_0056,https://tuoitre.vn/canh-sat-giai-cuu-3-du-khach-bi-lac-khi-leo-nui-hoang-nguu-son-20250623064023869.htm,Cảnh sát giải cứu 3 du khách bị lạc khi leo núi Hoàng Ngưu Sơn,"Ba du khách leo núi Hoàng Ngưu Sơn (TP Nha Trang, Khánh Hòa) thì đi lạc, phải nhờ lực lượng chức năng ứng cứu.",Du lịch & Ẩm thực,2025-06-23T06:45:36+07:00,Tuổi Trẻ,data/images/article_0056_image.png,non-clickbait
article_0057,https://tuoitre.vn/tin-tuc-sang-23-6-quoc-hoi-bieu-quyet-thong-qua-nhieu-luat-mot-cong-ty-o-tp-hcm-bi-phat-nang-20250608185358418.htm,Tin tức sáng 23-6: Quốc hội biểu quyết thông qua nhiều luật; Một công ty ở TP.HCM bị phạt nặng,"Tin tức đáng chú ý: Tuần này Quốc hội biểu quyết thông qua nhiều luật, nghị quyết; Một quỹ ngoại dự chi hàng nghìn tỉ đồng mua cổ phiếu REE; Công ty ở TP.HCM bị phạt nặng vì báo cáo sai lệch...",Kinh doanh & Kinh tế,2025-06-23T06:00:00+07:00,Tuổi Trẻ,data/images/article_0057_image.png,non-clickbait
article_0058,https://tuoitre.vn/thoi-tiet-hom-nay-23-6-bac-bo-va-nam-bo-van-mua-to-20250622162651476.htm,Thời tiết hôm nay 23-6: Bắc Bộ và Nam Bộ vẫn mưa to,"Hôm nay 23-6, thời tiết Bắc Bộ và Nam Bộ về chiều tối vẫn còn mưa to, Trung Bộ nắng nóng nhưng chiều mưa.",Other,2025-06-23T05:09:00+07:00,Tuổi Trẻ,data/images/article_0058_image.png,non-clickbait
article_0060,https://tuoitre.vn/yeu-nhau-lam-20250610073453934.htm,Yêu nhau lắm,- Ông có để ý giờ nhiều cặp đôi cứ chia tay là lên mạng ì xèo không?,Other,2025-06-10T08:02:28+07:00,Tuổi Trẻ,data/images/article_0060_image.png,clickbait
article_0061,https://tuoitre.vn/nha-giau-cung-khoc-20250606075256834.htm,Nhà giàu cũng khóc,"- Ông nghe chưa, mấy con đường ở ""phố nhà giàu"" Thảo Điền cũng mưa là ngập kìa.",Other,2025-06-06T09:32:21+07:00,Tuổi Trẻ,data/images/article_0061_image.png,clickbait
article_0063,https://tuoitre.vn/vua-ra-tu-ve-toi-hiep-dam-2-thang-sau-lai-tiep-tuc-hiep-dam-tre-em-2025062216055617.htm,"Vừa ra tù về tội hiếp dâm, 2 tháng sau lại tiếp tục hiếp dâm trẻ em","Ksor Trung (20 tuổi, trú xã Chư Mố, huyện Ia Pa, Gia Lai) vừa chấp hành xong án phạt tù về tội hiếp dâm lại tiếp tục chặn đường hiếp dâm một bé gái.",Chính trị & An ninh,2025-06-22T16:26:31+07:00,Tuổi Trẻ,data/images/article_0063_image.png,non-clickbait
article_0065,https://tuoitre.vn/nha-bao-chien-truong-ngoi-but-giua-dan-bom-ky-5-neu-toi-hy-sinh-xin-gui-cuon-phim-ve-toa-soan-20250623104533487.htm,Nhà báo chiến trường - ngòi bút giữa đạn bom - Kỳ 5: 'Nếu tôi hy sinh xin gửi cuốn phim về tòa soạn',"Đời phóng viên chiến trường khi từ điểm nóng đạn bom tìm mọi cách đưa các cuộn phim về tòa soạn ở Hà Nội, nhà báo Đoàn Công Tính đã ghi chú như lời trăng trối 'Nếu tôi hy sinh, xin gửi những cuốn phim này về tòa soạn báo Quân Đội Nhân Dân'.",Other,2025-06-23T11:40:00+07:00,Tuổi Trẻ,data/images/article_0065_image.png,non-clickbait
